# cu        rbx       run       rm        sipm_ch   uhtr_ch   shunt     max_adc   max_fc    result    
2         0         1         4         21        105       31        206       61914.40  1         
2         0         1         4         22        106       31        214       84933.60  1         
2         0         1         4         23        107       31        211       75410.40  1         
2         0         1         4         24        108       31        208       65887.20  1         
2         0         1         4         25        109       31        200       52391.20  1         
2         0         1         4         26        110       31        208       65887.20  1         
2         0         1         4         27        111       31        199       50804.00  1         
2         0         1         4         28        112       31        205       60327.20  1         
2         0         1         4         30        114       31        208       65887.20  1         
2         0         1         4         31        115       31        199       50804.00  1         
2         0         1         4         32        116       31        209       69061.60  1         
2         0         1         4         33        117       31        203       57152.80  1         
2         0         1         4         34        118       31        209       69061.60  1         
2         0         1         4         35        119       31        202       55565.60  1         
2         0         1         4         36        120       31        204       58740.00  1         
2         0         1         4         38        122       31        199       50804.00  1         
2         0         1         4         39        123       31        208       65887.20  1         
2         0         1         4         40        124       31        203       57152.80  1         
2         0         1         4         41        125       31        205       60327.20  1         
2         0         1         4         42        126       31        202       55565.60  1         
2         0         1         4         43        127       31        215       88108.00  1         
2         0         1         4         44        128       31        210       72236.00  1         
2         0         1         4         45        129       31        213       81759.20  1         
2         0         1         4         46        130       31        207       63501.60  1         
2         0         1         4         47        131       31        210       72236.00  1         
3         0         1         1         0         12        31        225       119852.00 1         
3         0         1         1         1         13        31        233       162918.40 1         
3         0         1         1         2         14        31        233       162918.40 1         
3         0         1         1         3         15        31        233       162918.40 1         
3         0         1         1         4         16        31        234       169267.20 1         
3         0         1         1         5         17        31        237       188313.60 1         
3         0         1         1         6         18        31        232       156569.60 1         
3         0         1         1         7         19        31        232       156569.60 1         
3         0         1         1         8         20        31        231       150220.80 1         
3         0         1         1         9         21        31        231       150220.80 1         
3         0         1         1         10        22        31        235       175616.00 1         
3         0         1         1         11        23        31        240       207360.00 1         
3         0         1         1         12        24        31        239       201011.20 1         
3         0         1         1         13        25        31        239       201011.20 1         
3         0         1         1         14        26        31        232       156569.60 1         
3         0         1         1         15        27        31        231       150220.80 1         
3         0         1         1         16        28        31        233       162918.40 1         
3         0         1         1         17        29        31        240       207360.00 1         
3         0         1         1         18        30        31        236       181964.80 1         
3         0         1         1         19        31        31        225       119852.00 1         
3         0         1         1         20        32        31        234       169267.20 1         
3         0         1         1         21        33        31        230       143872.00 1         
3         0         1         1         22        34        31        232       156569.60 1         
3         0         1         1         23        35        31        229       137523.20 1         
3         0         1         1         24        36        31        234       169267.20 1         
3         0         1         1         25        37        31        237       188313.60 1         
3         0         1         1         26        38        31        229       137523.20 1         
3         0         1         1         27        39        31        236       181964.80 1         
3         0         1         1         28        40        31        236       181964.80 1         
3         0         1         1         29        41        31        231       150220.80 1         
3         0         1         1         30        42        31        235       175616.00 1         
3         0         1         1         31        43        31        237       188313.60 1         
3         0         1         1         32        44        31        229       137523.20 1         
3         0         1         1         33        45        31        234       169267.20 1         
3         0         1         1         34        46        31        241       213708.80 1         
3         0         1         1         35        47        31        226       123026.40 1         
3         0         1         1         36        48        31        235       175616.00 1         
3         0         1         1         37        49        31        234       169267.20 1         
3         0         1         1         38        50        31        236       181964.80 1         
3         0         1         1         39        51        31        233       162918.40 1         
3         0         1         1         40        52        31        226       123026.40 1         
3         0         1         1         41        53        31        235       175616.00 1         
3         0         1         1         42        54        31        230       143872.00 1         
3         0         1         1         43        55        31        239       201011.20 1         
3         0         1         1         44        56        31        234       169267.20 1         
3         0         1         1         45        57        31        233       162918.40 1         
3         0         1         1         46        58        31        236       181964.80 1         
3         0         1         1         47        59        31        238       194662.40 1         
3         0         1         2         0         84        31        234       169267.20 1         
3         0         1         2         1         85        31        233       162918.40 1         
3         0         1         2         2         86        31        234       169267.20 1         
3         0         1         2         3         87        31        231       150220.80 1         
3         0         1         2         4         88        31        234       169267.20 1         
3         0         1         2         5         89        31        231       150220.80 1         
3         0         1         2         6         90        31        236       181964.80 1         
3         0         1         2         7         91        31        232       156569.60 1         
3         0         1         2         8         92        31        236       181964.80 1         
3         0         1         2         9         93        31        234       169267.20 1         
3         0         1         2         10        94        31        224       116677.60 1         
3         0         1         2         11        95        31        232       156569.60 1         
3         0         1         2         12        96        31        236       181964.80 1         
3         0         1         2         13        97        31        233       162918.40 1         
3         0         1         2         14        98        31        238       194662.40 1         
3         0         1         2         15        99        31        231       150220.80 1         
3         0         1         2         16        100       31        237       188313.60 1         
3         0         1         2         17        101       31        224       116677.60 1         
3         0         1         2         18        102       31        235       175616.00 1         
3         0         1         2         19        103       31        232       156569.60 1         
3         0         1         2         20        104       31        228       131174.40 1         
3         0         1         2         21        105       31        224       116677.60 1         
3         0         1         2         22        106       31        230       143872.00 1         
3         0         1         2         23        107       31        228       131174.40 1         
3         0         1         2         24        108       31        237       188313.60 1         
3         0         1         2         25        109       31        233       162918.40 1         
3         0         1         2         26        110       31        233       162918.40 1         
3         0         1         2         27        111       31        233       162918.40 1         
3         0         1         2         28        112       31        234       169267.20 1         
3         0         1         2         30        114       31        239       201011.20 1         
3         0         1         2         31        115       31        231       150220.80 1         
3         0         1         2         32        116       31        230       143872.00 1         
3         0         1         2         33        117       31        230       143872.00 1         
3         0         1         2         34        118       31        237       188313.60 1         
3         0         1         2         35        119       31        231       150220.80 1         
3         0         1         2         36        120       31        227       126200.80 1         
3         0         1         2         38        122       31        224       116677.60 1         
3         0         1         2         39        123       31        230       143872.00 1         
3         0         1         2         40        124       31        227       126200.80 1         
3         0         1         2         41        125       31        232       156569.60 1         
3         0         1         2         42        126       31        236       181964.80 1         
3         0         1         2         43        127       31        232       156569.60 1         
3         0         1         2         44        128       31        234       169267.20 1         
3         0         1         2         45        129       31        235       175616.00 1         
3         0         1         2         46        130       31        234       169267.20 1         
3         0         1         2         47        131       31        235       175616.00 1         
3         0         1         3         0         12        31        230       143872.00 1         
3         0         1         3         1         13        31        234       169267.20 1         
3         0         1         3         2         14        31        234       169267.20 1         
3         0         1         3         3         15        31        236       181964.80 1         
3         0         1         3         4         16        31        231       150220.80 1         
3         0         1         3         5         17        31        234       169267.20 1         
3         0         1         3         6         18        31        238       194662.40 1         
3         0         1         3         8         20        31        229       137523.20 1         
3         0         1         3         9         21        31        212       78584.80  1         
3         0         1         3         10        22        31        230       143872.00 1         
3         0         1         3         11        23        31        232       156569.60 1         
3         0         1         3         12        24        31        235       175616.00 1         
3         0         1         3         13        25        31        237       188313.60 1         
3         0         1         3         14        26        31        237       188313.60 1         
3         0         1         3         15        27        31        235       175616.00 1         
3         0         1         3         16        28        31        231       150220.80 1         
3         0         1         3         17        29        31        237       188313.60 1         
3         0         1         3         19        31        31        238       194662.40 1         
3         0         1         3         20        32        31        232       156569.60 1         
3         0         1         3         21        33        31        236       181964.80 1         
3         0         1         3         22        34        31        232       156569.60 1         
3         0         1         3         23        35        31        233       162918.40 1         
3         0         1         3         24        36        31        233       162918.40 1         
3         0         1         3         25        37        31        232       156569.60 1         
3         0         1         3         26        38        31        233       162918.40 1         
3         0         1         3         27        39        31        236       181964.80 1         
3         0         1         3         28        40        31        238       194662.40 1         
3         0         1         3         29        41        31        236       181964.80 1         
3         0         1         3         30        42        31        236       181964.80 1         
3         0         1         3         31        43        31        240       207360.00 1         
3         0         1         3         32        44        31        229       137523.20 1         
3         0         1         3         33        45        31        230       143872.00 1         
3         0         1         3         34        46        31        232       156569.60 1         
3         0         1         3         35        47        31        226       123026.40 1         
3         0         1         3         36        48        31        233       162918.40 1         
3         0         1         3         37        49        31        231       150220.80 1         
3         0         1         3         38        50        31        231       150220.80 1         
3         0         1         3         39        51        31        231       150220.80 1         
3         0         1         3         40        52        31        230       143872.00 1         
3         0         1         3         41        53        31        233       162918.40 1         
3         0         1         3         42        54        31        236       181964.80 1         
3         0         1         3         43        55        31        235       175616.00 1         
3         0         1         3         44        56        31        234       169267.20 1         
3         0         1         3         45        57        31        234       169267.20 1         
3         0         1         3         46        58        31        235       175616.00 1         
3         0         1         3         47        59        31        230       143872.00 1         
3         0         1         4         0         84        31        231       150220.80 1         
3         0         1         4         1         85        31        234       169267.20 1         
3         0         1         4         2         86        31        234       169267.20 1         
3         0         1         4         3         87        31        230       143872.00 1         
3         0         1         4         4         88        31        233       162918.40 1         
3         0         1         4         5         89        31        228       131174.40 1         
3         0         1         4         6         90        31        232       156569.60 1         
3         0         1         4         7         91        31        232       156569.60 1         
3         0         1         4         8         92        31        229       137523.20 1         
3         0         1         4         9         93        31        233       162918.40 1         
3         0         1         4         10        94        31        225       119852.00 1         
3         0         1         4         11        95        31        236       181964.80 1         
3         0         1         4         12        96        31        231       150220.80 1         
3         0         1         4         13        97        31        232       156569.60 1         
3         0         1         4         14        98        31        234       169267.20 1         
3         0         1         4         15        99        31        230       143872.00 1         
3         0         1         4         16        100       31        233       162918.40 1         
3         0         1         4         17        101       31        233       162918.40 1         
3         0         1         4         18        102       31        228       131174.40 1         
3         0         1         4         19        103       31        219       100805.60 1         
3         0         1         4         20        104       31        232       156569.60 1         
3         0         1         4         21        105       31        232       156569.60 1         
3         0         1         4         22        106       31        236       181964.80 1         
3         0         1         4         23        107       31        233       162918.40 1         
3         0         1         4         24        108       31        232       156569.60 1         
3         0         1         4         25        109       31        227       126200.80 1         
3         0         1         4         26        110       31        232       156569.60 1         
3         0         1         4         27        111       31        229       137523.20 1         
3         0         1         4         28        112       31        231       150220.80 1         
3         0         1         4         30        114       31        232       156569.60 1         
3         0         1         4         31        115       31        230       143872.00 1         
3         0         1         4         32        116       31        234       169267.20 1         
3         0         1         4         33        117       31        228       131174.40 1         
3         0         1         4         34        118       31        232       156569.60 1         
3         0         1         4         35        119       31        228       131174.40 1         
3         0         1         4         36        120       31        231       150220.80 1         
3         0         1         4         38        122       31        225       119852.00 1         
3         0         1         4         39        123       31        231       150220.80 1         
3         0         1         4         40        124       31        230       143872.00 1         
3         0         1         4         41        125       31        231       150220.80 1         
3         0         1         4         42        126       31        229       137523.20 1         
3         0         1         4         43        127       31        238       194662.40 1         
3         0         1         4         44        128       31        234       169267.20 1         
3         0         1         4         45        129       31        236       181964.80 1         
3         0         1         4         46        130       31        231       150220.80 1         
3         0         1         4         47        131       31        233       162918.40 1         
5         0         1         1         0         12        31        198       49216.80  1         
5         0         1         1         1         13        31        209       69061.60  1         
5         0         1         1         2         14        31        209       69061.60  1         
5         0         1         1         3         15        31        209       69061.60  1         
5         0         1         1         4         16        31        210       72236.00  1         
5         0         1         1         5         17        31        214       84933.60  1         
5         0         1         1         6         18        31        204       58740.00  1         
5         0         1         1         7         19        31        203       57152.80  1         
5         0         1         1         8         20        31        208       65887.20  1         
5         0         1         1         9         21        31        204       58740.00  1         
5         0         1         1         10        22        31        210       72236.00  1         
5         0         1         1         11        23        31        218       97631.20  1         
5         0         1         1         12        24        31        216       91282.40  1         
5         0         1         1         13        25        31        217       94456.80  1         
5         0         1         1         14        26        31        209       69061.60  1         
5         0         1         1         15        27        31        204       58740.00  1         
5         0         1         1         16        28        31        209       69061.60  1         
5         0         1         1         17        29        31        218       97631.20  1         
5         0         1         1         18        30        31        211       75410.40  1         
5         0         1         1         19        31        31        199       50804.00  1         
5         0         1         1         20        32        31        210       72236.00  1         
5         0         1         1         21        33        31        203       57152.80  1         
5         0         1         1         22        34        31        208       65887.20  1         
5         0         1         1         23        35        31        201       53978.40  1         
5         0         1         1         24        36        31        210       72236.00  1         
5         0         1         1         25        37        31        214       84933.60  1         
5         0         1         1         26        38        31        202       55565.60  1         
5         0         1         1         27        39        31        213       81759.20  1         
5         0         1         1         28        40        31        213       81759.20  1         
5         0         1         1         29        41        31        206       61914.40  1         
5         0         1         1         30        42        31        211       75410.40  1         
5         0         1         1         31        43        31        212       78584.80  1         
5         0         1         1         32        44        31        198       49216.80  1         
5         0         1         1         33        45        31        206       61914.40  1         
5         0         1         1         34        46        31        219       100805.60 1         
5         0         1         1         35        47        31        198       49216.80  1         
5         0         1         1         36        48        31        212       78584.80  1         
5         0         1         1         37        49        31        211       75410.40  1         
5         0         1         1         38        50        31        214       84933.60  1         
5         0         1         1         39        51        31        211       75410.40  1         
5         0         1         1         40        52        31        198       49216.80  1         
5         0         1         1         41        53        31        212       78584.80  1         
5         0         1         1         42        54        31        203       57152.80  1         
5         0         1         1         43        55        31        215       88108.00  1         
5         0         1         1         44        56        31        212       78584.80  1         
5         0         1         1         45        57        31        210       72236.00  1         
5         0         1         1         46        58        31        214       84933.60  1         
5         0         1         1         47        59        31        216       91282.40  1         
5         0         1         2         0         84        31        210       72236.00  1         
5         0         1         2         1         85        31        209       69061.60  1         
5         0         1         2         2         86        31        209       69061.60  1         
5         0         1         2         3         87        31        206       61914.40  1         
5         0         1         2         4         88        31        212       78584.80  1         
5         0         1         2         5         89        31        205       60327.20  1         
5         0         1         2         6         90        31        213       81759.20  1         
5         0         1         2         7         91        31        209       69061.60  1         
5         0         1         2         8         92        31        215       88108.00  1         
5         0         1         2         9         93        31        210       72236.00  1         
5         0         1         2         10        94        31        197       47629.60  1         
5         0         1         2         11        95        31        210       72236.00  1         
5         0         1         2         12        96        31        209       69061.60  1         
5         0         1         2         13        97        31        208       65887.20  1         
5         0         1         2         14        98        31        216       91282.40  1         
5         0         1         2         15        99        31        204       58740.00  1         
5         0         1         2         16        100       31        215       88108.00  1         
5         0         1         2         17        101       31        191       42916.80  1         
5         0         1         2         18        102       31        211       75410.40  1         
5         0         1         2         19        103       31        207       63501.60  1         
5         0         1         2         20        104       31        198       49216.80  1         
5         0         1         2         21        105       31        195       44455.20  1         
5         0         1         2         22        106       31        203       57152.80  1         
5         0         1         2         23        107       31        202       55565.60  1         
5         0         1         2         24        108       31        215       88108.00  1         
5         0         1         2         25        109       31        207       63501.60  1         
